patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
dog_2444,3319,Alexander Leon,Dog,Beagle,DUKE,Male,11,2024-03-06,+447636189844
dog_6241,8601,Caitlin Juarez,Dog,Beagle,DUKE,Male,10,2024-02-04,+447337224971
dog_5328,1970,Candice Smith,Dog,Beagle,ELLIE,Female,9,2024-08-13,+447719682154
dog_8766,6027,Zachary Romero,Dog,Beagle,ELLIE,Female,9,2024-05-18,+447140920003
dog_5273,3618,Christopher Hampton,Dog,Beagle,ELLIE,Female,3,2024-01-11,+447215638376
dog_2820,9084,Tara Anderson,Dog,Beagle,ELLIE,Female,13,2024-11-16,+447716869317
dog_6114,4170,Timothy Gilbert,Dog,Beagle,EMMA,Female,8,2024-09-13,+447554519606
dog_9319,2143,Amber Bowen,Dog,Beagle,EMMA,Female,8,2024-11-01,+447819377198
dog_6384,4374,Matthew Morales,Dog,Beagle,EMMA,Female,1,2024-08-18,+447727503541
dog_1433,1804,Gary Barker,Dog,Beagle,EMMA,Female,13,2024-02-17,+447836641059
dog_249,5953,Jodi Wright,Dog,Beagle,EMMA,Female,5,2024-09-19,+447610580941
dog_7207,6463,Daniel Duran,Dog,Beagle,EMMA,Female,12,2024-03-04,+447840448609
dog_907,4566,Patrick Simmons,Dog,Beagle,EMMA,Female,2,2024-06-05,+447849399368
dog_7618,4850,Kathy Stokes,Dog,Beagle,EMMA,Female,6,2024-01-24,+447761305146
dog_8477,6522,Amanda Moore,Dog,Beagle,FINN,Male,10,2024-04-26,+447156490910
dog_2770,4653,Brandon Young,Dog,Beagle,FINN,Male,3,2024-12-09,+447242455337
dog_9384,5928,Michael Walton,Dog,Beagle,FINN,Male,1,2024-02-05,+447095806197
dog_4274,7929,Monica Chambers,Dog,Beagle,FINN,Male,7,2024-07-22,+447301251991
dog_7081,4766,Patricia Gay,Dog,Beagle,FINN,Male,5,2024-07-19,+447845573816
dog_8310,5219,Brandon Mercado,Dog,Beagle,GRACIE,Female,4,2024-08-16,+447078697233
dog_3342,4629,Courtney Michael,Dog,Beagle,GRACIE,Female,12,2024-06-01,+447370548729
dog_3905,7535,Patricia Stevenson,Dog,Beagle,GRACIE,Female,4,2024-06-12,+447718228512
dog_7265,4909,Franklin Johnson,Dog,Beagle,GRACIE,Female,6,2024-02-12,+447612590554
dog_7463,4676,Joseph Parker,Dog,Beagle,GRACIE,Female,10,2024-04-10,+447446748327
dog_1999,1418,Paul Bruce,Dog,Beagle,GUS,Male,1,2024-04-14,+447116134983
dog_4714,6423,Nathaniel Morales,Dog,Beagle,GUS,Male,10,2024-11-02,+447977225700
dog_2339,4104,Karen James,Dog,Beagle,GUS,Male,6,2024-01-15,+447704119270
dog_1727,9106,Pamela Jones,Dog,Beagle,GUS,Male,12,2024-09-12,+447088611770
dog_6451,5341,Dr. Taylor Daniels DDS,Dog,Beagle,GUS,Male,2,2024-01-22,+447459684011
dog_2453,2730,Emily Gray,Dog,Beagle,GUS,Male,8,2024-07-31,+447396842144
dog_3861,5924,Lawrence Morgan,Dog,Beagle,HARLEY,Male,14,2024-03-28,+447405238101
dog_4306,5007,Dominique Waters,Dog,Beagle,HARLEY,Male,13,2024-04-08,+447816350824
dog_7240,6678,Michael Cardenas Jr.,Dog,Beagle,HARLEY,Male,2,2024-05-31,+447506757524
dog_9263,5036,Cody Martin,Dog,Beagle,HARLEY,Male,15,2024-02-01,+447256100204
dog_7942,6505,Chase Ellis,Dog,Beagle,HAZEL,Female,13,2024-11-07,+447823159650
dog_2857,4929,Andrea White,Dog,Beagle,HAZEL,Female,6,2024-03-12,+447273550354
dog_9006,7236,Angela Mosley,Dog,Beagle,HAZEL,Female,6,2024-08-28,+447817487097
dog_1427,3286,Adam Weber,Dog,Beagle,HAZEL,Female,15,2024-08-06,+447296455900
dog_6881,1536,Joshua Adams,Dog,Beagle,HAZEL,Female,7,2024-04-01,+447255270056
dog_2819,9895,Julie Thomas,Dog,Beagle,HUNTER,Male,14,2024-11-13,+447791974487
dog_4060,1117,Laura Wilkerson,Dog,Beagle,HUNTER,Male,10,2024-05-27,+447745492768
dog_7849,9746,Tina Dunn,Dog,Beagle,HUNTER,Male,3,2024-03-14,+447309883380
dog_9400,7625,Elizabeth King,Dog,Beagle,HUNTER,Male,5,2024-01-16,+447421559852
dog_5592,9363,James Taylor,Dog,Beagle,HUNTER,Male,5,2024-03-03,+447959613359
dog_953,3204,Courtney Hernandez,Dog,Beagle,HUNTER,Male,6,2024-07-17,+447015522751
dog_7186,4755,Sherri Huffman,Dog,Beagle,JACK,Male,10,2024-05-19,+447418434518
dog_6405,7883,Perry Little,Dog,Beagle,JACK,Male,3,2024-12-19,+447917495840
dog_5241,7707,Caitlin Gray,Dog,Beagle,JACK,Male,12,2024-05-07,+447973590011
dog_3110,5601,Caroline Moore,Dog,Beagle,JACK,Male,10,2024-08-04,+447275798710
dog_2139,2257,Kim Francis,Dog,Beagle,JACK,Male,1,2024-03-20,+447219103799
dog_4545,9307,Jessica Cunningham,Dog,Beagle,JASPER,Male,6,2024-11-05,+447488910513
dog_8549,7518,Ronald Turner,Dog,Beagle,JASPER,Male,7,2024-11-13,+447056509177
dog_4441,8022,Jennifer Henry,Dog,Beagle,JASPER,Male,14,2024-10-07,+447133309292
dog_5332,9531,Jeanette Gates,Dog,Beagle,JASPER,Male,7,2024-02-17,+447973901954
dog_1271,3960,Frances Price,Dog,Beagle,LEO,Male,11,2024-05-29,+447657543477
dog_5858,2783,Gregory Orr,Dog,Beagle,LEO,Male,8,2024-09-30,+447700458258
dog_6991,9217,Jennifer Foster,Dog,Beagle,LEO,Male,13,2024-06-07,+447210739504
dog_5393,7061,Melissa Mckay,Dog,Beagle,LEO,Male,15,2024-03-17,+447361822431
dog_4537,9675,Nicole Cross,Dog,Beagle,LEO,Male,3,2024-03-31,+447976451085
dog_6611,5602,Samuel King,Dog,Beagle,LILLY,Female,6,2024-05-12,+447075972862
dog_4363,3449,Edward Wiggins,Dog,Beagle,LILLY,Female,8,2024-12-31,+447163664224
dog_6821,2106,Michael Todd,Dog,Beagle,LILLY,Female,13,2024-10-23,+447213753753
dog_3322,8710,Steven Weber,Dog,Beagle,LILLY,Female,3,2024-01-24,+447066525556
dog_7791,2708,Jenna Thompson,Dog,Beagle,LILY,Female,2,2024-01-27,+447079107300
dog_8958,8424,Pamela Reyes,Dog,Beagle,LILY,Female,15,2024-08-30,+447662499120
dog_2851,1011,Robert Allen,Dog,Beagle,LILY,Female,12,2024-10-16,+447111290596
dog_2054,4863,David Brown,Dog,Beagle,LILY,Female,11,2024-02-29,+447095307823
dog_1703,1230,Emily West,Dog,Beagle,LILY,Female,9,2024-04-04,+447194507855
dog_7859,8456,Heather Hayden,Dog,Beagle,LILY,Female,4,2024-06-26,+447023854311
dog_1102,7605,Renee Jordan,Dog,Beagle,LILY,Female,2,2024-12-06,+447942485805
dog_7777,8261,Shannon Arnold,Dog,Beagle,LILY,Female,2,2024-03-19,+447622248654
dog_8748,7358,Jeffery Lee,Dog,Beagle,LILY,Female,2,2024-08-15,+447372984029
dog_1425,4820,Lisa Lloyd,Dog,Beagle,LILY,Female,2,2024-04-20,+447135890804
dog_5139,3143,Ashley Hamilton,Dog,Beagle,LILY,Female,14,2024-10-13,+447073418665
dog_8881,1391,Mary Parker,Dog,Beagle,LOTTIE,Female,1,2024-04-15,+447145871269
dog_6031,1804,Gary Barker,Dog,Beagle,LOTTIE,Female,6,2024-03-29,+447836641059
dog_6262,7260,Wesley Roberts,Dog,Beagle,LOTTIE,Female,15,2024-12-20,+447328781473
dog_1530,7522,Jason Gutierrez,Dog,Beagle,LUCY,Female,14,2024-08-28,+447307746071
dog_6762,8168,Nicole Moss,Dog,Beagle,LUCY,Female,4,2024-04-02,+447502123179
dog_3735,6615,Caitlin Jackson,Dog,Beagle,LUCY,Female,13,2024-09-11,+447580485848
dog_8407,5167,Benjamin Rivera,Dog,Beagle,LUCY,Female,4,2024-02-05,+447429559428
dog_3706,5004,Lynn Clark,Dog,Beagle,LUKE,Male,3,2024-10-01,+447292806085
dog_236,2158,Allen Shields,Dog,Beagle,LUNA,Female,3,2024-02-13,+447917551837
dog_7437,2631,Brenda Sherman,Dog,Beagle,LUNA,Female,5,2024-02-16,+447549254093
dog_2130,8564,Timothy Kennedy,Dog,Beagle,LUNA,Female,15,2024-10-20,+447809377365
dog_2737,1706,Caleb Wilson,Dog,Beagle,LUNA,Female,9,2024-02-09,+447320232983
dog_4893,4138,Kayla Morrison,Dog,Beagle,LUNA,Female,9,2024-07-04,+447205720925
dog_7835,6994,Michael Williams,Dog,Beagle,LUNA,Female,10,2024-11-28,+447973934703
dog_3803,6755,Susan Gonzalez,Dog,Beagle,LUNA,Female,10,2024-08-21,+447926954446
dog_4576,2689,Bianca Williams,Dog,Beagle,MABEL,Female,10,2024-02-23,+447493316951
dog_7619,2011,John Jones,Dog,Beagle,MADDIE,Female,13,2024-12-07,+447419189878
dog_2183,7039,Scott Wright,Dog,Beagle,MADDIE,Female,6,2024-06-05,+447852244495
dog_4406,2639,Lori Rojas,Dog,Beagle,MADDIE,Female,10,2024-11-11,+447743137512
dog_8508,3987,Thomas Erickson,Dog,Beagle,MAGGIE,Female,11,2024-05-19,+447270543474
dog_9355,9071,Elizabeth Davis MD,Dog,Beagle,MAVERICK,Male,7,2024-05-11,+447895383471
dog_810,2919,Gary Berry,Dog,Beagle,MAVERICK,Male,7,2024-10-05,+447529543879
dog_5843,1995,Kimberly Wilson,Dog,Beagle,MAVERICK,Male,13,2024-11-15,+447743225014
dog_4135,9152,Adam Patterson,Dog,Beagle,MAX,Male,13,2024-10-29,+447291538763
dog_2431,5343,Kristen Ponce,Dog,Beagle,MAX,Male,7,2024-03-25,+447836367693
dog_5264,4276,Shannon Medina,Dog,Beagle,MAX,Male,11,2024-09-26,+447274217850
dog_4515,9042,Stephen Lopez,Dog,Beagle,MAXIMUS,Male,10,2024-04-28,+447108137080
dog_2653,4771,Shawn Medina,Dog,Beagle,MAXIMUS,Male,1,2024-11-20,+447907775198
dog_5925,9014,Sharon Elliott,Dog,Beagle,MAXIMUS,Male,13,2024-06-13,+447248303272
dog_5528,7338,Richard Tucker,Dog,Beagle,MAXIMUS,Male,5,2024-06-17,+447431272956
dog_8724,8760,Carlos Hoffman,Dog,Beagle,MAXIMUS,Male,11,2024-10-18,+447272187969
dog_4781,3848,Jessica Long,Dog,Beagle,MAYA,Female,15,2024-12-11,+447539378849
dog_4784,1493,Manuel Anderson,Dog,Beagle,MAYA,Female,8,2024-05-29,+447172364883
dog_5326,4984,Sierra Woods,Dog,Beagle,MIA,Female,13,2024-08-20,+447983469024
dog_2296,4417,John Keith,Dog,Beagle,MIA,Female,8,2024-10-01,+447480344258
dog_3600,7992,Chase Roberts,Dog,Beagle,MIA,Female,6,2024-10-19,+447652572056
dog_6542,9791,Jessica Owens,Dog,Beagle,MIA,Female,3,2024-05-18,+447276113520
dog_7088,9619,Elizabeth Smith,Dog,Beagle,MIA,Female,15,2024-02-06,+447355601378
dog_5191,6637,Christopher Turner,Dog,Beagle,MILO,Male,5,2024-12-03,+447057518702
dog_3063,2679,Brandy Peterson,Dog,Beagle,MILO,Male,14,2024-05-30,+447149327190
dog_2840,3459,Alexander Garcia,Dog,Beagle,MOLLY,Female,14,2024-08-23,+447611155112
dog_1673,8561,Heather Johnson,Dog,Beagle,NINA,Female,9,2024-09-19,+447935834433
dog_944,5203,Claire Ortega,Dog,Beagle,NINA,Female,14,2024-07-31,+447118610492
dog_4858,2589,Lauren Turner,Dog,Beagle,NINA,Female,6,2024-06-06,+447066522669
dog_4853,1806,Benjamin Flores,Dog,Beagle,NINA,Female,8,2024-04-24,+447999338819
dog_6519,3720,Melanie Flowers,Dog,Beagle,NINA,Female,6,2024-10-03,+447317426642
dog_4769,3571,Tracy Neal,Dog,Beagle,OLIVE,Female,6,2024-04-01,+447860185923
dog_7412,9130,Timothy Moore,Dog,Beagle,OLIVE,Female,8,2024-03-29,+447133894858
dog_5872,7544,Lee Benson,Dog,Beagle,OLIVE,Female,12,2024-07-19,+447464933443
dog_9079,2589,Lauren Turner,Dog,Beagle,OLIVE,Female,12,2024-08-11,+447066522669
dog_1116,3081,Steve James,Dog,Beagle,OLIVE,Female,8,2024-04-23,+447402915669
dog_4907,6219,Sarah Rich,Dog,Beagle,OLIVE,Female,8,2024-12-23,+447503550777
dog_8727,7265,James Davies,Dog,Beagle,OLIVE,Female,13,2024-04-12,+447814460742
dog_5176,8504,Jason Wilkerson,Dog,Beagle,OLIVER,Male,11,2024-05-28,+447991666840
dog_8685,5908,Lisa Jackson,Dog,Beagle,OLIVER,Male,6,2024-11-21,+447753874648
dog_842,8657,Jennifer Morales,Dog,Beagle,OLIVER,Male,10,2024-09-03,+447439481900
dog_3880,2273,Seth Coleman,Dog,Beagle,OLIVER,Male,15,2024-05-08,+447929286879
dog_8698,1673,David Koch,Dog,Beagle,OSCAR,Male,11,2024-12-17,+447148488865
dog_3593,7719,Colleen Jones,Dog,Beagle,OSCAR,Male,10,2024-07-04,+447197356311
dog_1226,4110,Natalie Owen,Dog,Beagle,OSCAR,Male,13,2024-06-30,+447256610819
dog_218,7277,Barbara Gill,Dog,Beagle,OSCAR,Male,14,2024-04-23,+447868810424
dog_2124,1710,Kathryn Terry,Dog,Beagle,OSCAR,Male,14,2024-05-25,+447805897986
dog_2655,9758,Mark Miller,Dog,Beagle,OSCAR,Male,2,2024-09-29,+447881184809
dog_7418,4008,Michael Foster,Dog,Beagle,OSCAR,Male,15,2024-04-20,+447691763452
dog_2997,7182,Andrea Acevedo,Dog,Beagle,PENNY,Female,5,2024-02-02,+447877345500
dog_1881,3264,Sheila Salas,Dog,Beagle,PENNY,Female,6,2024-08-09,+447729242819
dog_4480,1914,Linda Rowe MD,Dog,Beagle,PIPER,Female,5,2024-07-19,+447026690005
dog_6191,6991,Krista Kennedy,Dog,Beagle,PIPER,Female,14,2024-11-13,+447510386830
dog_7122,4930,Andrew Harrison,Dog,Beagle,POPPY,Female,9,2024-06-09,+447782568585
dog_1252,5484,David Brown,Dog,Beagle,POPPY,Female,3,2024-07-22,+447809183761
dog_1084,5187,Debbie Osborn,Dog,Beagle,POPPY,Female,11,2024-09-12,+447468113056
dog_7337,3894,Mr. Dennis Cummings,Dog,Beagle,POPPY,Female,15,2024-01-20,+447298722819
dog_5780,6658,Sean Hoover,Dog,Beagle,POPPY,Female,3,2024-05-04,+447452244665
dog_9304,8118,Roy Wilson,Dog,Beagle,POPPY,Female,7,2024-03-07,+447061204221
dog_4828,5672,Logan Henry,Dog,Beagle,POPPY,Female,1,2024-10-03,+447559180232
dog_2975,2965,Ashley Morgan,Dog,Beagle,POPPY,Female,15,2024-06-29,+447864722863
dog_136,8593,Gregory Gilmore,Dog,Beagle,POPPY,Female,11,2024-12-02,+447535585944
dog_5063,1724,Ashley Harrison,Dog,Beagle,REX,Male,7,2024-07-24,+447001284539
dog_2942,3478,Karen Cooper,Dog,Beagle,REX,Male,14,2024-01-31,+447429721187
dog_97,9311,Jesse Estrada,Dog,Beagle,RILEY,Male,13,2024-04-12,+447979298684
dog_3425,3161,Amanda Robinson,Dog,Beagle,RILEY,Male,15,2024-08-02,+447458888802
dog_6240,1063,Dr. John Baldwin MD,Dog,Beagle,RILEY,Male,1,2024-11-09,+447573686462
dog_8292,2493,Travis Campbell,Dog,Beagle,RILEY,Male,2,2024-06-17,+447383934662
dog_2382,6687,Chase Davis,Dog,Beagle,ROCKY,Male,1,2024-04-04,+447783680348
dog_2100,1979,Jeffrey Wilson,Dog,Beagle,ROCKY,Male,5,2024-05-05,+447338489150
dog_5236,7716,Diana Mckenzie,Dog,Beagle,ROCKY,Male,15,2024-04-22,+447222904526
dog_4340,9858,Robert Thomas,Dog,Beagle,ROSIE,Female,9,2024-12-02,+447464564234
dog_9058,7778,Lydia Nelson,Dog,Beagle,ROSIE,Female,7,2024-06-25,+447900685435
dog_4952,4711,Suzanne Fields,Dog,Beagle,ROSIE,Female,11,2024-06-13,+447394314268
dog_5436,2255,Jorge Morgan,Dog,Beagle,ROSIE,Female,13,2024-11-05,+447340796963
dog_7608,8909,Justin Norman,Dog,Beagle,ROSIE,Female,13,2024-05-23,+447251754273
dog_2734,1648,Whitney Gibson,Dog,Beagle,ROSIE,Female,8,2024-05-25,+447923639946
dog_2621,9980,Bridget Kennedy,Dog,Beagle,ROSIE,Female,9,2024-02-15,+447082293532
dog_5998,9336,Derrick Castillo,Dog,Beagle,ROSIE,Female,4,2024-05-14,+447523124210
dog_7718,9542,Mark Weber,Dog,Beagle,ROXY,Female,6,2024-09-28,+447969118693
dog_2994,5347,Margaret Shaw,Dog,Beagle,RUBY,Female,4,2024-06-25,+447580823815
dog_7444,5421,Mr. Jonathan Walker,Dog,Beagle,RUBY,Female,13,2024-06-08,+447994746425
dog_5138,8130,Jordan Chung,Dog,Beagle,RUBY,Female,1,2024-08-13,+447875250328
dog_5471,5512,Beth Riley,Dog,Beagle,RUBY,Female,12,2024-02-12,+447324284958
dog_922,8058,Stephen Moore,Dog,Beagle,RUSTY,Male,2,2024-11-25,+447262318440
dog_5503,6942,Abigail Roberts,Dog,Beagle,RUSTY,Male,15,2024-04-05,+447666888853
dog_8599,9734,Crystal Jimenez,Dog,Beagle,RUSTY,Male,5,2024-09-28,+447234524807
dog_4397,3419,Daniel Ward MD,Dog,Beagle,SADIE,Female,8,2024-07-21,+447186460317
dog_7549,8084,Heather Pace,Dog,Beagle,SADIE,Female,5,2024-10-15,+447776134788
dog_4909,4372,Sharon Smith,Dog,Beagle,SADIE,Female,6,2024-05-19,+447833904655
dog_9303,1938,Kristen Greene,Dog,Beagle,SADIE,Female,2,2024-03-01,+447743315567
dog_6292,2089,Courtney Mckee,Dog,Beagle,SADIE,Female,14,2024-07-14,+447039293126
dog_6471,4313,Jason Howard,Dog,Beagle,SADIE,Female,14,2024-08-19,+447743646407
dog_6044,1934,Katie Richards,Dog,Beagle,SAMSON,Male,4,2024-02-29,+447235721230
dog_9298,5103,Jacob Benton,Dog,Beagle,SAMSON,Male,14,2024-05-08,+447026192274
dog_1927,3934,James Scott,Dog,Beagle,SCOUT,Male,15,2024-11-09,+447370979373
dog_3191,9745,Lisa Hurley,Dog,Beagle,SCOUT,Male,4,2024-12-03,+447772711944
dog_6002,9911,David Andrews,Dog,Beagle,SCOUT,Male,12,2024-09-28,+447170658077
dog_7031,2946,Madison Carroll,Dog,Beagle,SHADOW,Male,7,2024-12-13,+447122254017
dog_2235,2255,Jorge Morgan,Dog,Beagle,SHADOW,Male,11,2024-12-29,+447340796963
dog_3105,3748,Stephanie Khan,Dog,Beagle,SOPHIE,Female,8,2024-09-14,+447121114382
dog_7004,6403,Summer Perez,Dog,Beagle,SOPHIE,Female,10,2024-09-30,+447429647103
dog_8844,5792,Grant Green,Dog,Beagle,SOPHIE,Female,5,2024-12-13,+447970261542
dog_2921,6743,Molly Thompson,Dog,Beagle,SOPHIE,Female,9,2024-06-19,+447744318379
dog_7176,8358,Adrian Molina PhD,Dog,Beagle,SOPHIE,Female,13,2024-08-06,+447293674610
dog_3779,5759,Tamara Rivera,Dog,Beagle,SOPHIE,Female,11,2024-11-27,+447978432693
dog_3608,7960,Ethan Johnson,Dog,Beagle,SOPHIE,Female,9,2024-05-24,+447075818552
dog_7480,5490,Lorraine Richardson,Dog,Beagle,SOPHIE,Female,13,2024-08-28,+447075145328
